learning_seq_files,init_random_block.thisRepN,init_random_block.thisTrialN,init_random_block.thisN,init_random_block.thisIndex,practice_blocks.thisRepN,practice_blocks.thisTrialN,practice_blocks.thisN,practice_blocks.thisIndex,learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,learning_loop.thisRepN,learning_loop.thisTrialN,learning_loop.thisN,learning_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,welcomescreen.started,spaceship.started,welcometext.started,welcome_end.started,welcomescreen.stopped,welcome_end.keys,welcome_end.rt,welcome_end.duration,pratice_instruction.started,spaceship_rotated.started,rotation_instruction.started,key_resp_2.started,pratice_instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,learning_instruction.started,spaceship_rotated01.started,rotation_instruction01.started,key_resp_02.started,learning_instruction.stopped,key_resp_02.keys,key_resp_02.rt,key_resp_02.duration,pre_section.started,pre_section.stopped,seqreport_instruction.started,seqreport_instruction_text.started,seqreport_instruction.stopped,seqreport.started,seq_report_key.started,seqreport.stopped,seq_report_key.keys,seq_report_key.rt,seq_report_key.duration,seqarrow.started,arrow_report.started,seqarrow.stopped,arrow_report.stopped,section_pause.started,section_pause_text.started,section_pause_text.stopped,section_pause.stopped,seqreport_instruction_text.stopped,participant,session,learning_type,seqID,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,0.004184899851679802,0.07322259992361069,0.07322259992361069,0.07322259992361069,1.8208983999211341,space,1.7329470000695437,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,822174,001,percept,1,2024-07-22_20h21.53.230,ASRT_percept,2023.2.3,60.09088141353409,2024-07-22 20h22.08.972261 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8283004998229444,1.845651000039652,1.845651000039652,1.845651000039652,4.806928099831566,space,2.952529300004244,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,822174,001,percept,1,2024-07-22_20h21.53.230,ASRT_percept,2023.2.3,60.09088141353409,2024-07-22 20h22.08.972261 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8119355998933315,4.825646299868822,4.825646299868822,4.825646299868822,6.641619799891487,space,1.804204999934882,None,,,,,,,,,,,,,,,,,,,,,822174,001,percept,1,2024-07-22_20h21.53.230,ASRT_percept,2023.2.3,60.09088141353409,2024-07-22 20h22.08.972261 +0800,
sequences/822174_learning_sequence_00.csv,,,,,,,,,0,0,0,0,,,,,0,0,0,0,7.674714499851689,,,,,,,,,,,,,,,,,,,,,,,,,,6.6470000999979675,6.647354699904099,6.666976799955592,6.6707430998794734,7.658144799992442,7.6664155998732895,7.674714499851689,12.012286799959838,4,4.323290799977258,None,12.012671099975705,12.028344999998808,13.012766799889505,,,,,,,822174,001,percept,1,2024-07-22_20h21.53.230,ASRT_percept,2023.2.3,60.09088141353409,2024-07-22 20h22.08.972261 +0800,
sequences/822174_learning_sequence_00.csv,,,,,,,,,0,0,0,0,,,,,1,0,1,0,13.029233800014481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.013154899934307,13.029233800014481,13.563318299828097,3,0.5288847999181598,None,13.563606600044295,13.579488700022921,14.56390680000186,,,,,,,822174,001,percept,1,2024-07-22_20h21.53.230,ASRT_percept,2023.2.3,60.09088141353409,2024-07-22 20h22.08.972261 +0800,
sequences/822174_learning_sequence_00.csv,,,,,,,,,0,0,0,0,,,,,2,0,2,0,14.58036379981786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.564188299933448,14.58036379981786,14.664349899860099,2,0.07324819988571107,None,14.664641299983487,14.680455999914557,15.665072900010273,15.681289599975571,,,,,,822174,001,percept,1,2024-07-22_20h21.53.230,ASRT_percept,2023.2.3,60.09088141353409,2024-07-22 20h22.08.972261 +0800,
sequences/822174_learning_sequence_00.csv,,,,,,,,,0,0,0,0,,,,,3,0,3,0,15.681289599975571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.66532289981842,15.681289599975571,16.29906619992107,1,0.6117500001564622,None,16.299358899937943,16.315288899932057,17.299677700037137,17.31589900003746,,,,,,822174,001,percept,1,2024-07-22_20h21.53.230,ASRT_percept,2023.2.3,60.09088141353409,2024-07-22 20h22.08.972261 +0800,
sequences/822174_learning_sequence_00.csv,,,,,,,,,0,0,0,0,,,,,4,0,4,0,17.31589900003746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.300012500025332,17.31589900003746,17.667781899916008,4,0.34624410001561046,None,17.668051299871877,17.682962500024587,18.667703700019047,18.683676099870354,,,,,,822174,001,percept,1,2024-07-22_20h21.53.230,ASRT_percept,2023.2.3,60.09088141353409,2024-07-22 20h22.08.972261 +0800,
sequences/822174_learning_sequence_00.csv,,,,,,,,,0,0,0,0,,,,,5,0,5,0,18.683676099870354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.6679465000052,18.683676099870354,18.984693399863318,3,0.2896308000199497,None,18.984954199986532,19.00091479998082,19.98537059989758,20.00131359999068,,,,,,822174,001,percept,1,2024-07-22_20h21.53.230,ASRT_percept,2023.2.3,60.09088141353409,2024-07-22 20h22.08.972261 +0800,
sequences/822174_learning_sequence_00.csv,,,,,,,,,0,0,0,0,,,,,6,0,6,0,20.00131359999068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.985621499828994,20.00131359999068,20.26896320004016,2,0.26081010000780225,None,20.269331199815497,20.28518639993854,21.26972009986639,21.286076999967918,,,,,,822174,001,percept,1,2024-07-22_20h21.53.230,ASRT_percept,2023.2.3,60.09088141353409,2024-07-22 20h22.08.972261 +0800,
sequences/822174_learning_sequence_00.csv,,,,,,,,,0,0,0,0,,,,,7,0,7,0,21.286076999967918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.269997199997306,21.286076999967918,21.453347799833864,1,0.15239780000410974,None,21.453680200036615,21.46940129995346,22.454003299819306,22.470424399944022,,,,,,822174,001,percept,1,2024-07-22_20h21.53.230,ASRT_percept,2023.2.3,60.09088141353409,2024-07-22 20h22.08.972261 +0800,
sequences/822174_learning_sequence_00.csv,,,,,,,,,0,0,0,0,,,,,8,0,8,0,22.470424399944022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.454377699876204,22.470424399944022,22.7553917998448,4,0.2795618998352438,None,22.75565760000609,22.770308600040153,23.75493979989551,23.771210700040683,,,,,,822174,001,percept,1,2024-07-22_20h21.53.230,ASRT_percept,2023.2.3,60.09088141353409,2024-07-22 20h22.08.972261 +0800,
sequences/822174_learning_sequence_00.csv,,,,,,,,,0,0,0,0,,,,,9,0,9,0,23.771210700040683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.755342499818653,23.771210700040683,23.821862400043756,3,0.03394350013695657,None,23.822150399908423,23.83843160001561,24.822608100017533,24.838741299929097,,,,,,822174,001,percept,1,2024-07-22_20h21.53.230,ASRT_percept,2023.2.3,60.09088141353409,2024-07-22 20h22.08.972261 +0800,
sequences/822174_learning_sequence_00.csv,,,,,,,,,0,0,0,0,,,,,10,0,10,0,24.838741299929097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.822884100023657,24.838741299929097,24.957241599913687,2,0.11146659986115992,None,24.95752409985289,24.972369599854574,25.956782199908048,25.973055499838665,,,,,,822174,001,percept,1,2024-07-22_20h21.53.230,ASRT_percept,2023.2.3,60.09088141353409,2024-07-22 20h22.08.972261 +0800,
