percept_testing_seq_files,orientation_degrees,orientation_index,correct_answer_index,correct_answer_direction,arrow_color,init_random_block.thisRepN,init_random_block.thisTrialN,init_random_block.thisN,init_random_block.thisIndex,practice_blocks.thisRepN,practice_blocks.thisTrialN,practice_blocks.thisN,practice_blocks.thisIndex,learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,percept_testing_trials.thisRepN,percept_testing_trials.thisTrialN,percept_testing_trials.thisN,percept_testing_trials.thisIndex,percept_testing_loop.thisRepN,percept_testing_loop.thisTrialN,percept_testing_loop.thisN,percept_testing_loop.thisIndex,thisRow.t,notes,welcomescreen.started,spaceship.started,welcometext.started,welcome_end.started,welcomescreen.stopped,welcome_end.keys,welcome_end.rt,welcome_end.duration,pratice_instruction.started,spaceship_rotated.started,rotation_instruction.started,key_resp_2.started,pratice_instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,learning_instruction.started,spaceship_rotated01.started,rotation_instruction01.started,key_resp_02.started,learning_instruction.stopped,key_resp_02.keys,key_resp_02.rt,key_resp_02.duration,percept_testing_instruction.started,spaceship4.started,key_resp_5.started,percept_testing_instruction_text.started,percept_testing_instruction.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,pre_section.started,fixation_init.started,pre_section.stopped,trial.started,arrowhead.started,key_resp.started,arrowhead.stopped,trial.stopped,key_resp.keys,key_resp.corr,fixation.started,cross_2.started,cross_2.stopped,fixation.stopped,RSI.started,text_2.started,text_2.stopped,RSI.stopped,key_resp.stopped,post_section.started,feedback_post_section.started,key_resp_4.started,post_section.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation_init.stopped,key_resp.rt,key_resp.duration,thankyouscreen.started,text.started,key_resp_6.started,thankyouscreen.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,participant,learning_type,seqID,debug,date,expName,psychopyVersion,frameRate,expStart,
sequences/002534_percepttesting_sequence_03.csv,90,1,1,3,white,,,,,,,,,,,,,0,3,3,3,0,7,7,7,65.10387749999063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.08784259998356,65.10387749999063,65.10387749999063,65.30387309999787,66.02123459998984,4,0,66.02157029998489,66.03709309999249,66.17057349998504,66.15468179999152,66.15469999998459,66.17057349998504,66.87040679997881,66.85421639998094,,,,,,,,,,0.9024758000159636,None,,,,,,,,002534,percept,6,0,2024-08-08_00h11.06.492,ASRT_percept,2023.2.3,59.91536355816774,2024-08-08 00h11.26.805683 +0800,
sequences/002534_percepttesting_sequence_03.csv,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.85431579998112,66.87040679997881,66.87040679997881,68.18778049998218,space,1.3114503000106197,None,,,,,,,,,,,002534,percept,6,0,2024-08-08_00h11.06.492,ASRT_percept,2023.2.3,59.91536355816774,2024-08-08 00h11.26.805683 +0800,
sequences/002534_percepttesting_sequence_04.csv,90,1,1,3,red,,,,,,,,,,,,,0,4,4,4,0,0,0,0,69.20387319999281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.18815349999932,68.20352959999582,69.18748999998206,69.19260869998834,69.20387319999281,69.20387319999281,69.40349799999967,69.57120129998657,3,1,69.5717095999862,69.58698969997931,69.72030459999223,69.70397329999832,69.70399340000586,69.72030459999223,70.42041749999044,70.40415779998875,,,,,,,,,69.20387319999281,0.352508999989368,None,,,,,,,,002534,percept,6,0,2024-08-08_00h11.06.492,ASRT_percept,2023.2.3,59.91536355816774,2024-08-08 00h11.26.805683 +0800,
sequences/002534_percepttesting_sequence_04.csv,0,0,0,4,red,,,,,,,,,,,,,0,4,4,4,0,1,1,1,70.42041749999044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.40439799998421,70.42041749999044,70.42041749999044,70.62001689997851,70.85400249998202,1,0,70.85423929998069,70.87011930000153,71.00332329998491,70.98716429999331,70.98718169998028,71.00332329998491,71.70334949999233,71.68744129998959,,,,,,,,,,0.43084700001054443,None,,,,,,,,002534,percept,6,0,2024-08-08_00h11.06.492,ASRT_percept,2023.2.3,59.91536355816774,2024-08-08 00h11.26.805683 +0800,
sequences/002534_percepttesting_sequence_04.csv,270,3,3,1,red,,,,,,,,,,,,,0,4,4,4,0,2,2,2,71.70334949999233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.68768390000332,71.70334949999233,71.70334949999233,71.903645399987,72.021084899985,2,0,72.02136809998774,72.03690609999467,72.17001899998286,72.15384349998203,72.15386180000496,72.17001899998286,72.87031879997812,72.85378639999544,,,,,,,,,,0.3065300999733154,None,,,,,,,,002534,percept,6,0,2024-08-08_00h11.06.492,ASRT_percept,2023.2.3,59.91536355816774,2024-08-08 00h11.26.805683 +0800,
sequences/002534_percepttesting_sequence_04.csv,0,0,0,4,red,,,,,,,,,,,,,0,4,4,4,0,3,3,3,72.87031879997812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.85408669998287,72.87031879997812,72.87031879997812,73.07019229998696,73.08752599998843,4,1,73.08778589998838,73.10337559998152,73.23656540000229,73.22053709998727,73.2205553999811,73.23656540000229,73.93674649999593,73.9203806000005,,,,,,,,,,0.21605630000703968,None,,,,,,,,002534,percept,6,0,2024-08-08_00h11.06.492,ASRT_percept,2023.2.3,59.91536355816774,2024-08-08 00h11.26.805683 +0800,
sequences/002534_percepttesting_sequence_04.csv,270,3,3,1,red,,,,,,,,,,,,,0,4,4,4,0,4,4,4,73.93674649999593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.92064719999325,73.93674649999593,73.93674649999593,74.13682839999092,74.17094749998068,2,0,74.1712912999792,74.18658419998246,74.32027329999255,74.30399899999611,74.3040148,74.32027329999255,75.02001639999798,75.0042091999785,,,,,,,,,,0.23233719999552704,None,,,,,,,,002534,percept,6,0,2024-08-08_00h11.06.492,ASRT_percept,2023.2.3,59.91536355816774,2024-08-08 00h11.26.805683 +0800,
sequences/002534_percepttesting_sequence_04.csv,180,2,2,2,white,,,,,,,,,,,,,0,4,4,4,0,5,5,5,75.02001639999798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.00453869998455,75.02001639999798,75.02001639999798,75.22020109998994,76.00420830000076,None,0,76.0046086999937,76.02013530000113,76.15322869998636,76.13684659998398,76.13686899997992,76.15322869998636,,76.8370067999931,76.02013530000113,,,,,,,,,,,,,,,,,,002534,percept,6,0,2024-08-08_00h11.06.492,ASRT_percept,2023.2.3,59.91536355816774,2024-08-08 00h11.26.805683 +0800,
sequences/002534_percepttesting_sequence_04.csv,90,1,1,3,red,,,,,,,,,,,,,0,4,4,4,0,6,6,6,76.85311409999849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.83741109998664,76.85311409999849,76.85311409999849,77.05326539999805,77.75460369998473,3,1,77.75498019999941,77.77009019997786,77.90326099999947,77.88688159998856,77.8868952000048,77.90326099999947,78.60305929998867,78.58681039998191,,,,,,,,,,0.8868191000074148,None,,,,,,,,002534,percept,6,0,2024-08-08_00h11.06.492,ASRT_percept,2023.2.3,59.91536355816774,2024-08-08 00h11.26.805683 +0800,
sequences/002534_percepttesting_sequence_04.csv,90,1,1,3,white,,,,,,,,,,,,,0,4,4,4,0,7,7,7,78.60305929998867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.5870406999893,78.60305929998867,78.60305929998867,,78.72055810000165,4,0,78.72081159998197,78.73646829999052,78.86975789998542,78.85365720000118,78.85367889999179,78.86975789998542,79.57010329997865,79.55392899998697,,,,,,,,,,0.10348839999642223,None,,,,,,,,002534,percept,6,0,2024-08-08_00h11.06.492,ASRT_percept,2023.2.3,59.91536355816774,2024-08-08 00h11.26.805683 +0800,
sequences/002534_percepttesting_sequence_04.csv,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.5540618999803,79.57010329997865,79.57010329997865,80.6207185999956,space,1.0498457000066992,None,,,,,,,,,,,002534,percept,6,0,2024-08-08_00h11.06.492,ASRT_percept,2023.2.3,59.91536355816774,2024-08-08 00h11.26.805683 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.62100129999453,80.63643759998376,80.63643759998376,81.42037519998848,space,0.7692208999942522,None,002534,percept,6,0,2024-08-08_00h11.06.492,ASRT_percept,2023.2.3,59.91536355816774,2024-08-08 00h11.26.805683 +0800,
