initial_random_seq_files,orientation_index,orientation_degrees,correct_answer_index,correct_answer_direction,arrow_color,practice_seq_files,learning_seq_files,percept_testing_seq_files,init_random_block.thisRepN,init_random_block.thisTrialN,init_random_block.thisN,init_random_block.thisIndex,init_random_trials.thisRepN,init_random_trials.thisTrialN,init_random_trials.thisN,init_random_trials.thisIndex,practice_blocks.thisRepN,practice_blocks.thisTrialN,practice_blocks.thisN,practice_blocks.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,learning_loop.thisRepN,learning_loop.thisTrialN,learning_loop.thisN,learning_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,percept_testing_trials.thisRepN,percept_testing_trials.thisTrialN,percept_testing_trials.thisN,percept_testing_trials.thisIndex,percept_testing_loop.thisRepN,percept_testing_loop.thisTrialN,percept_testing_loop.thisN,percept_testing_loop.thisIndex,thisRow.t,notes,welcomescreen.started,spaceship.started,welcometext.started,welcome_end.started,welcomescreen.stopped,welcome_end.keys,welcome_end.rt,welcome_end.duration,pre_section.started,fixation_init.started,pre_section.stopped,trial.started,arrowhead.started,key_resp.started,arrowhead.stopped,trial.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,fixation_feedback.started,cross.started,feedback_text.started,cross.stopped,feedback_text.stopped,fixation_feedback.stopped,RSI.started,text_2.started,text_2.stopped,RSI.stopped,post_section.started,feedback_post_section.started,key_resp_4.started,feedback_post_section.stopped,post_section.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,pratice_instruction.started,spaceship_rotated.started,rotation_instruction.started,key_resp_2.started,pratice_instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,fixation_init.stopped,learning_instruction.started,spaceship_rotated01.started,rotation_instruction01.started,key_resp_02.started,learning_instruction.stopped,key_resp_02.keys,key_resp_02.rt,key_resp_02.duration,seqreport_instruction.started,seqreport_instruction_text.started,seqreport_instruction_key.started,seqreport_instruction.stopped,seqreport_instruction_key.keys,seqreport_instruction_key.rt,seqreport_instruction_key.duration,seqreport.started,seq_report_key.started,seqreport.stopped,seq_report_key.keys,seq_report_key.rt,seq_report_key.duration,seqarrow.started,arrow_report.started,seqarrow.stopped,arrow_report.stopped,key_resp.stopped,percept_testing_instruction.started,spaceship4.started,key_resp_5.started,percept_testing_instruction_text.started,percept_testing_instruction.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,fixation.started,cross_2.started,cross_2.stopped,fixation.stopped,thankyouscreen.started,text.started,key_resp_6.started,thankyouscreen.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,participant,learning_type,seqID,debug,date,expName,psychopyVersion,frameRate,expStart,
,2,180,3,1,red,sequences/sub102_practice_sequence_04.csv,,,,,,,,,,,0,4,4,4,0,53,53,50,,,,,,,,,,,,,,,,,,,,,885.5965073999978,,,,,,,,,,,,,885.5875929999893,885.5965073999978,885.5965073999978,885.8017185999925,886.0536799999973,1,1,0.45458350000262726,None,886.0542903999885,886.060805599991,886.060805599991,886.2667378999904,886.4749716999941,886.4691854999983,886.4692309999955,886.4749716999941,,887.1694199999911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub102,percept,1,0,2024-08-07_10h04.40.264,ASRT_percept,2023.2.3,143.29562749524547,2024-08-07 10h05.03.085331 +0800,
,3,270,0,4,red,sequences/sub102_practice_sequence_04.csv,,,,,,,,,,,0,4,4,4,0,54,54,34,,,,,,,,,,,,,,,,,,,,,887.1764624999923,,,,,,,,,,,,,887.170260599989,887.1764624999923,887.1764624999923,887.3781621999951,887.693010899995,4,1,0.5127255999977933,None,887.6937955999892,887.7017283999885,887.7017283999885,887.9055875999911,888.1166713999992,888.1105037999951,888.1105472999916,888.1166713999992,,888.8155752000021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub102,percept,1,0,2024-08-07_10h04.40.264,ASRT_percept,2023.2.3,143.29562749524547,2024-08-07 10h05.03.085331 +0800,
,0,0,1,3,red,sequences/sub102_practice_sequence_04.csv,,,,,,,,,,,0,4,4,4,0,55,55,76,,,,,,,,,,,,,,,,,,,,,888.8218493000022,,,,,,,,,,,,,888.8163936999917,888.8218493000022,888.8218493000022,889.0241425999993,889.3276741000009,3,1,0.5009023000020534,None,889.3286101999984,889.334640000001,889.334640000001,889.5375276999985,889.745700200001,889.73951639999,889.7395885000005,889.745700200001,,890.4407457999914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub102,percept,1,0,2024-08-07_10h04.40.264,ASRT_percept,2023.2.3,143.29562749524547,2024-08-07 10h05.03.085331 +0800,
,1,90,2,2,red,sequences/sub102_practice_sequence_04.csv,,,,,,,,,,,0,4,4,4,0,56,56,66,,,,,,,,,,,,,,,,,,,,,890.447181399999,,,,,,,,,,,,,890.441482299997,890.447181399999,890.447181399999,890.6494690999971,890.9374498999969,2,1,0.48723089999111835,None,890.9381720999954,890.9483488999977,890.9483488999977,891.1485064000008,891.3585893999989,891.3520591999986,891.352115799993,891.3585893999989,892.0589465999947,892.0526983000018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub102,percept,1,0,2024-08-07_10h04.40.264,ASRT_percept,2023.2.3,143.29562749524547,2024-08-07 10h05.03.085331 +0800,
,0,0,1,3,red,sequences/sub102_practice_sequence_04.csv,,,,,,,,,,,0,4,4,4,0,57,57,38,,,,,,,,,,,,,,,,,,,,,892.0589465999947,,,,,,,,,,,,,892.0533070999954,892.0589465999947,892.0589465999947,892.2595254999906,892.5537918999908,3,1,0.48853809999127407,None,892.5544818999915,892.5630769999989,892.5630769999989,892.7669203999976,892.9745780999947,892.9691663999984,892.9692060999951,892.9745780999947,,893.6692872999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub102,percept,1,0,2024-08-07_10h04.40.264,ASRT_percept,2023.2.3,143.29562749524547,2024-08-07 10h05.03.085331 +0800,
,0,0,1,3,red,sequences/sub102_practice_sequence_04.csv,,,,,,,,,,,0,4,4,4,0,58,58,47,,,,,,,,,,,,,,,,,,,,,893.676899699989,,,,,,,,,,,,,893.6700871999928,893.676899699989,893.676899699989,893.8775273999927,894.1291177999956,3,1,0.4454254000011133,None,894.1297130000021,894.1354143999924,894.1354143999924,894.3429877000017,894.5537579999946,894.5488366999925,894.5488879999903,894.5537579999946,895.2554263999918,895.2475512999954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub102,percept,1,0,2024-08-07_10h04.40.264,ASRT_percept,2023.2.3,143.29562749524547,2024-08-07 10h05.03.085331 +0800,
,3,270,0,4,red,sequences/sub102_practice_sequence_04.csv,,,,,,,,,,,0,4,4,4,0,59,59,40,,,,,,,,,,,,,,,,,,,,,895.2554263999918,,,,,,,,,,,,,895.2483703999897,895.2554263999918,895.2554263999918,895.4614657999919,895.8316799000022,4,1,0.5727932000008877,None,895.8323502999992,895.8373881000007,895.8373881000007,896.0439117999922,896.252287700001,896.2474421999941,896.2474914999912,896.252287700001,896.9536827999982,896.947373499992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub102,percept,1,0,2024-08-07_10h04.40.264,ASRT_percept,2023.2.3,143.29562749524547,2024-08-07 10h05.03.085331 +0800,
,2,180,3,1,red,sequences/sub102_practice_sequence_04.csv,,,,,,,,,,,0,4,4,4,0,60,60,3,,,,,,,,,,,,,,,,,,,,,896.9536827999982,,,,,,,,,,,,,896.9477991999884,896.9536827999982,896.9536827999982,897.1560094000015,897.455638200001,1,1,0.4947410000022501,None,897.456200399989,897.4626671000005,897.4626671000005,897.6691404000012,897.8778650999884,897.8722502000019,897.8722997000004,897.8778650999884,898.579266899993,898.5728433999902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub102,percept,1,0,2024-08-07_10h04.40.264,ASRT_percept,2023.2.3,143.29562749524547,2024-08-07 10h05.03.085331 +0800,
,2,180,3,1,red,sequences/sub102_practice_sequence_04.csv,,,,,,,,,,,0,4,4,4,0,61,61,25,,,,,,,,,,,,,,,,,,,,,898.579266899993,,,,,,,,,,,,,898.5733527999982,898.579266899993,898.579266899993,898.7802927000012,899.0538221000024,1,1,0.4711698999890359,None,899.0546442999912,899.0619311999908,899.0619311999908,899.2673170999915,899.4749806999898,899.4692605000018,899.4693166999932,899.4749806999898,,900.1694575000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub102,percept,1,0,2024-08-07_10h04.40.264,ASRT_percept,2023.2.3,143.29562749524547,2024-08-07 10h05.03.085331 +0800,
,1,90,2,2,red,sequences/sub102_practice_sequence_04.csv,,,,,,,,,,,0,4,4,4,0,62,62,70,,,,,,,,,,,,,,,,,,,,,900.1760592999926,,,,,,,,,,,,,900.1701267000026,900.1760592999926,900.1760592999926,900.3773158999975,900.574567299991,3,0,0.39362740000069607,None,900.5751828999928,900.5878151999932,900.5878151999932,900.7871702999983,900.9956644999911,900.9894984999992,900.9895322999946,900.9956644999911,,901.6908916999964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub102,percept,1,0,2024-08-07_10h04.40.264,ASRT_percept,2023.2.3,143.29562749524547,2024-08-07 10h05.03.085331 +0800,
,0,0,1,3,red,sequences/sub102_practice_sequence_04.csv,,,,,,,,,,,0,4,4,4,0,63,63,56,,,,,,,,,,,,,,,,,,,,,901.6974234999943,,,,,,,,,,,,,901.6916280000005,901.6974234999943,901.6974234999943,901.8982791000017,902.2069459999911,3,1,0.5031378999992739,None,902.207708899994,902.2158793999988,902.2158793999988,902.4189637999953,902.627856799998,902.6213878999988,902.6214327999915,902.627856799998,,903.3221798000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub102,percept,1,0,2024-08-07_10h04.40.264,ASRT_percept,2023.2.3,143.29562749524547,2024-08-07 10h05.03.085331 +0800,
,1,90,2,2,red,sequences/sub102_practice_sequence_04.csv,,,,,,,,,,,0,4,4,4,0,64,64,55,,,,,,,,,,,,,,,,,,,,,903.3287742999964,,,,,,,,,,,,,903.3229622999934,903.3287742999964,903.3287742999964,903.5301514000021,903.8939812000026,2,1,0.558465599999181,None,903.89471339999,903.901950799991,903.901950799991,904.1065240999887,904.3149488999916,904.3094101000024,904.309451299996,904.3149488999916,,905.0099373999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub102,percept,1,0,2024-08-07_10h04.40.264,ASRT_percept,2023.2.3,143.29562749524547,2024-08-07 10h05.03.085331 +0800,
,1,90,2,2,red,sequences/sub102_practice_sequence_04.csv,,,,,,,,,,,0,4,4,4,0,65,65,22,,,,,,,,,,,,,,,,,,,,,905.0186658999883,,,,,,,,,,,,,905.0106960999983,905.0186658999883,905.0186658999883,905.2247396999883,905.6172727999947,2,1,0.5905931000015698,None,905.6181757000013,905.6257879999903,905.6257879999903,905.829533600001,906.0375581999979,906.0318879999977,906.0319340999995,906.0375581999979,,906.7321661999886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub102,percept,1,0,2024-08-07_10h04.40.264,ASRT_percept,2023.2.3,143.29562749524547,2024-08-07 10h05.03.085331 +0800,
,2,180,3,1,red,sequences/sub102_practice_sequence_04.csv,,,,,,,,,,,0,4,4,4,0,66,66,57,,,,,,,,,,,,,,,,,,,,,906.7415218999959,,,,,,,,,,,,,906.7329417000001,906.7415218999959,906.7415218999959,906.9471626000013,907.2544092999888,1,1,0.5079588999942644,None,907.2551659000019,907.2608666000015,907.2608666000015,907.4681216000026,907.6756598999928,907.6702141999995,907.6702541999985,907.6756598999928,,908.3706878999947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub102,percept,1,0,2024-08-07_10h04.40.264,ASRT_percept,2023.2.3,143.29562749524547,2024-08-07 10h05.03.085331 +0800,
,0,0,1,3,red,sequences/sub102_practice_sequence_04.csv,,,,,,,,,,,0,4,4,4,0,67,67,5,,,,,,,,,,,,,,,,,,,,,908.3781433999975,,,,,,,,,,,,,908.3715630999941,908.3781433999975,908.3781433999975,908.5818151999993,908.8664587999956,3,1,0.48584709998976905,None,908.8671593999898,908.8738905999926,908.8738905999926,909.0781276999915,909.2873464000004,909.2811797999893,909.2812203999929,909.2873464000004,,909.9819313999906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub102,percept,1,0,2024-08-07_10h04.40.264,ASRT_percept,2023.2.3,143.29562749524547,2024-08-07 10h05.03.085331 +0800,
,1,90,2,2,red,sequences/sub102_practice_sequence_04.csv,,,,,,,,,,,0,4,4,4,0,68,68,27,,,,,,,,,,,,,,,,,,,,,909.9892065999884,,,,,,,,,,,,,909.9824870000011,909.9892065999884,909.9892065999884,910.1904164000007,910.5467891000008,2,1,0.5524296000075992,None,910.5474631999969,910.5563096999977,910.5563096999977,910.7591732000001,910.9682002999907,910.9624494000018,910.9625059999962,910.9682002999907,911.6702939999959,911.6631741000019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub102,percept,1,0,2024-08-07_10h04.40.264,ASRT_percept,2023.2.3,143.29562749524547,2024-08-07 10h05.03.085331 +0800,
,3,270,0,4,red,sequences/sub102_practice_sequence_04.csv,,,,,,,,,,,0,4,4,4,0,69,69,45,,,,,,,,,,,,,,,,,,,,,911.6702939999959,,,,,,,,,,,,,911.6639048999932,911.6702939999959,911.6702939999959,911.870597000001,912.3354686999955,4,1,0.657088100007968,None,912.3362412999995,912.3426491999999,912.3426491999999,912.5441512999969,912.7530928999913,912.7475056999974,912.7475579999882,912.7530928999913,913.4542683999898,913.4474569000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub102,percept,1,0,2024-08-07_10h04.40.264,ASRT_percept,2023.2.3,143.29562749524547,2024-08-07 10h05.03.085331 +0800,
,3,270,0,4,red,sequences/sub102_practice_sequence_04.csv,,,,,,,,,,,0,4,4,4,0,70,70,30,,,,,,,,,,,,,,,,,,,,,913.4542683999898,,,,,,,,,,,,,913.4479570999974,913.4542683999898,913.4542683999898,913.6549221000023,914.0130523999978,4,1,0.5497076000028756,None,914.0137459999969,914.0190326000011,914.0190326000011,914.2245722999942,914.4329493999976,914.4268477000005,914.4268821000005,914.4329493999976,,915.127324000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub102,percept,1,0,2024-08-07_10h04.40.264,ASRT_percept,2023.2.3,143.29562749524547,2024-08-07 10h05.03.085331 +0800,
,2,180,3,1,red,sequences/sub102_practice_sequence_04.csv,,,,,,,,,,,0,4,4,4,0,71,71,78,,,,,,,,,,,,,,,,,,,,,915.1344189999945,,,,,,,,,,,,,915.1278950999986,915.1344189999945,915.1344189999945,915.3358480999887,915.6243346999981,1,1,0.48627290000149515,None,915.6249927000026,915.6308530999959,915.6308530999959,915.8356277999992,916.0437125999888,916.0383927999937,916.0384357000003,916.0437125999888,916.7460143999924,916.7390954000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub102,percept,1,0,2024-08-07_10h04.40.264,ASRT_percept,2023.2.3,143.29562749524547,2024-08-07 10h05.03.085331 +0800,
,3,270,0,4,red,sequences/sub102_practice_sequence_04.csv,,,,,,,,,,,0,4,4,4,0,72,72,51,,,,,,,,,,,,,,,,,,,,,916.7460143999924,,,,,,,,,,,,,916.7397613999929,916.7460143999924,916.7460143999924,916.9463945999887,917.2359197999904,4,1,0.4863346000056481,None,917.2367723999923,917.2462462999974,917.2462462999974,917.4463338999922,917.6547606999957,917.6500661000027,917.6501164999936,917.6547606999957,918.3561290999933,918.3506464999955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub102,percept,1,0,2024-08-07_10h04.40.264,ASRT_percept,2023.2.3,143.29562749524547,2024-08-07 10h05.03.085331 +0800,
,3,270,0,4,red,sequences/sub102_practice_sequence_04.csv,,,,,,,,,,,0,4,4,4,0,73,73,29,,,,,,,,,,,,,,,,,,,,,918.3561290999933,,,,,,,,,,,,,918.3511897999997,918.3561290999933,918.3561290999933,918.5579634000023,918.8596236000012,4,1,0.49639109999407083,None,918.8604889999988,918.8680993000016,918.8680993000016,919.071643999996,919.2797664999962,919.2741386999987,919.2741890999896,919.2797664999962,,919.9745729999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub102,percept,1,0,2024-08-07_10h04.40.264,ASRT_percept,2023.2.3,143.29562749524547,2024-08-07 10h05.03.085331 +0800,
,0,0,1,3,red,sequences/sub102_practice_sequence_04.csv,,,,,,,,,,,0,4,4,4,0,74,74,31,,,,,,,,,,,,,,,,,,,,,919.9813329000026,,,,,,,,,,,,,919.9752428999927,919.9813329000026,919.9813329000026,920.1824055999896,920.5030533999961,3,1,0.5150026000046637,None,920.5035281000019,920.5084102999972,920.5084102999972,920.7170584999985,920.9256232999905,920.9198662999988,920.9199041999964,920.9256232999905,,921.6202817000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub102,percept,1,0,2024-08-07_10h04.40.264,ASRT_percept,2023.2.3,143.29562749524547,2024-08-07 10h05.03.085331 +0800,
,3,270,0,4,red,sequences/sub102_practice_sequence_04.csv,,,,,,,,,,,0,4,4,4,0,75,75,61,,,,,,,,,,,,,,,,,,,,,921.626866999999,,,,,,,,,,,,,921.6208928999986,921.626866999999,921.626866999999,921.8281695999904,922.172075800001,4,1,0.54185839999991,None,922.1727438999951,922.1788184999896,922.1788184999896,922.3837168000027,922.5921338999906,922.5864988999965,922.5865384999925,922.5921338999906,,923.2870399999956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub102,percept,1,0,2024-08-07_10h04.40.264,ASRT_percept,2023.2.3,143.29562749524547,2024-08-07 10h05.03.085331 +0800,
,0,0,1,3,red,sequences/sub102_practice_sequence_04.csv,,,,,,,,,,,0,4,4,4,0,76,76,0,,,,,,,,,,,,,,,,,,,,,923.2934220999887,,,,,,,,,,,,,923.2876362999959,923.2934220999887,923.2934220999887,923.4951019,923.776484499991,3,1,0.47950529999798164,None,923.7771931999887,923.7834148999973,923.7834148999973,923.9879381999926,924.1961246999999,924.1903180999943,924.1903553000011,924.1961246999999,,924.8906912999955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub102,percept,1,0,2024-08-07_10h04.40.264,ASRT_percept,2023.2.3,143.29562749524547,2024-08-07 10h05.03.085331 +0800,
,2,180,3,1,red,sequences/sub102_practice_sequence_04.csv,,,,,,,,,,,0,4,4,4,0,77,77,64,,,,,,,,,,,,,,,,,,,,,924.8981457999907,,,,,,,,,,,,,924.8911748999963,924.8981457999907,924.8981457999907,925.099238499999,925.4407549000025,1,1,0.5382255000004079,None,925.4414301999932,925.4459215999959,925.4459215999959,925.6545524999965,925.863159799992,925.8574500999966,925.8574942999985,925.863159799992,,926.5576677999925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub102,percept,1,0,2024-08-07_10h04.40.264,ASRT_percept,2023.2.3,143.29562749524547,2024-08-07 10h05.03.085331 +0800,
,0,0,1,3,red,sequences/sub102_practice_sequence_04.csv,,,,,,,,,,,0,4,4,4,0,78,78,79,,,,,,,,,,,,,,,,,,,,,926.5644352999952,,,,,,,,,,,,,926.5584284999932,926.5644352999952,926.5644352999952,926.7657448999962,927.1292238000024,3,1,0.5596890000015264,None,927.1300553999899,927.1421794999915,927.1421794999915,927.3420733999956,927.550095300001,927.5441424000019,927.5441706999991,927.550095300001,,928.2449784999917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub102,percept,1,0,2024-08-07_10h04.40.264,ASRT_percept,2023.2.3,143.29562749524547,2024-08-07 10h05.03.085331 +0800,
,3,270,0,4,red,sequences/sub102_practice_sequence_04.csv,,,,,,,,,,,0,4,4,4,0,79,79,72,,,,,,,,,,,,,,,,,,,,,928.2513601999963,,,,,,,,,,,,,928.2456029999885,928.2513601999963,928.2513601999963,928.4533760999911,928.7414217999903,4,1,0.48705020001216326,None,928.7420853999938,928.7501088999998,928.7501088999998,928.9529724999884,929.1614716999902,929.1553080000012,929.1553396999952,929.1614716999902,,929.8555827999953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub102,percept,1,0,2024-08-07_10h04.40.264,ASRT_percept,2023.2.3,143.29562749524547,2024-08-07 10h05.03.085331 +0800,
,3,270,0,4,red,sequences/sub102_practice_sequence_04.csv,,,,,,,,,,,0,4,4,4,0,80,80,77,,,,,,,,,,,,,,,,,,,,,929.8625541999936,,,,,,,,,,,,,929.8558220999985,929.8625541999936,929.8625541999936,930.0641805999912,930.3715985000017,4,1,0.503114999999525,None,930.3722645999951,930.3770359999908,930.3770359999908,930.584952899997,930.7932909999945,930.7873928999907,930.7874370999925,930.7932909999945,,931.4877619999897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub102,percept,1,0,2024-08-07_10h04.40.264,ASRT_percept,2023.2.3,143.29562749524547,2024-08-07 10h05.03.085331 +0800,
,3,270,0,4,red,sequences/sub102_practice_sequence_04.csv,,,,,,,,,,,0,4,4,4,0,81,81,6,,,,,,,,,,,,,,,,,,,,,931.4944532999943,,,,,,,,,,,,,931.4883189999964,931.4944532999943,931.4944532999943,931.6960099999997,931.948109799996,4,1,0.45025740000710357,None,931.9487954999931,931.9565723999985,931.9565723999985,932.1614167999942,932.3696858999901,932.3638879999926,932.3639218000026,932.3696858999901,,933.0644219999958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub102,percept,1,0,2024-08-07_10h04.40.264,ASRT_percept,2023.2.3,143.29562749524547,2024-08-07 10h05.03.085331 +0800,
,0,0,1,3,red,sequences/sub102_practice_sequence_04.csv,,,,,,,,,,,0,4,4,4,0,82,82,58,,,,,,,,,,,,,,,,,,,,,933.0708023999905,,,,,,,,,,,,,933.0649840999977,933.0708023999905,933.0708023999905,933.2724108999973,933.5308173999947,3,1,0.4559261999966111,None,933.5312570999959,933.5357196999976,933.5357196999976,933.7444671999983,933.9526995999913,933.9476216999901,933.947665300002,933.9526995999913,934.6546535999951,934.6483523999923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub102,percept,1,0,2024-08-07_10h04.40.264,ASRT_percept,2023.2.3,143.29562749524547,2024-08-07 10h05.03.085331 +0800,
,2,180,3,1,red,sequences/sub102_practice_sequence_04.csv,,,,,,,,,,,0,4,4,4,0,83,83,24,,,,,,,,,,,,,,,,,,,,,934.6546535999951,,,,,,,,,,,,,934.6490076999908,934.6546535999951,934.6546535999951,934.8558954999899,935.1016165999899,1,1,0.44355199999699835,None,935.1022793000011,935.1098195999948,935.1098195999948,935.3139805999963,935.5224095000012,935.5160311999934,935.5160606999998,935.5224095000012,,936.2174089999899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub102,percept,1,0,2024-08-07_10h04.40.264,ASRT_percept,2023.2.3,143.29562749524547,2024-08-07 10h05.03.085331 +0800,
,3,270,0,4,red,sequences/sub102_practice_sequence_04.csv,,,,,,,,,,,0,4,4,4,0,84,84,10,,,,,,,,,,,,,,,,,,,,,936.2239835999935,,,,,,,,,,,,,936.2181402999995,936.2239835999935,936.2239835999935,936.4249629999977,936.6554113999882,4,1,0.42443240000284277,None,936.6559684999957,936.6615694999928,936.6615694999928,936.8696515999909,937.0777346999967,937.0722730999987,937.0723091999971,937.0777346999967,937.7907933999959,937.7733076000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub102,percept,1,0,2024-08-07_10h04.40.264,ASRT_percept,2023.2.3,143.29562749524547,2024-08-07 10h05.03.085331 +0800,
,,,,,,sequences/sub102_practice_sequence_04.csv,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,937.773486399994,937.7907933999959,937.7907933999959,941.7930018999905,951.6996217999986,space,13.905591999995522,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub102,percept,1,0,2024-08-07_10h04.40.264,ASRT_percept,2023.2.3,143.29562749524547,2024-08-07 10h05.03.085331 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,951.7003573999973,951.7081729999918,951.7081729999918,951.7081729999918,990.2017376000003,space,38.48673440000857,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub102,percept,1,0,2024-08-07_10h04.40.264,ASRT_percept,2023.2.3,143.29562749524547,2024-08-07 10h05.03.085331 +0800,
,0,0,1,3,red,,sequences/sub102_learning_sequence_00.csv,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,991.2418939999916,,,,,,,,,,990.2167941999942,990.2194230000023,991.2022369999904,991.2378951999999,991.2418939999916,991.2418939999916,991.4460158000002,991.6693951999914,3,1,0.4198720999993384,None,991.6704080999916,991.6763188999903,991.6763188999903,991.8817442,992.0902930000011,992.0841330999974,992.0841636999976,992.0902930000011,,992.7851929000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub102,percept,1,0,2024-08-07_10h04.40.264,ASRT_percept,2023.2.3,143.29562749524547,2024-08-07 10h05.03.085331 +0800,
