initial_random_seq_files,orientation_index,orientation_degrees,correct_answer_index,correct_answer_direction,arrow_color,practice_seq_files,learning_seq_files,percept_testing_seq_files,init_random_block.thisRepN,init_random_block.thisTrialN,init_random_block.thisN,init_random_block.thisIndex,init_random_trials.thisRepN,init_random_trials.thisTrialN,init_random_trials.thisN,init_random_trials.thisIndex,practice_blocks.thisRepN,practice_blocks.thisTrialN,practice_blocks.thisN,practice_blocks.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,learning_loop.thisRepN,learning_loop.thisTrialN,learning_loop.thisN,learning_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,percept_testing_trials.thisRepN,percept_testing_trials.thisTrialN,percept_testing_trials.thisN,percept_testing_trials.thisIndex,percept_testing_loop.thisRepN,percept_testing_loop.thisTrialN,percept_testing_loop.thisN,percept_testing_loop.thisIndex,thisRow.t,notes,welcomescreen.started,spaceship.started,welcometext.started,welcome_end.started,welcomescreen.stopped,welcome_end.keys,welcome_end.rt,welcome_end.duration,pre_section.started,fixation_init.started,pre_section.stopped,trial.started,arrowhead.started,key_resp.started,arrowhead.stopped,trial.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,fixation_feedback.started,cross.started,feedback_text.started,cross.stopped,feedback_text.stopped,fixation_feedback.stopped,RSI.started,text_2.started,RSI.stopped,text_2.stopped,post_section.started,feedback_post_section.started,key_resp_4.started,feedback_post_section.stopped,post_section.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,pratice_instruction.started,spaceship_rotated.started,rotation_instruction.started,key_resp_2.started,pratice_instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,fixation_init.stopped,learning_instruction.started,spaceship_rotated01.started,rotation_instruction01.started,key_resp_02.started,learning_instruction.stopped,key_resp_02.keys,key_resp_02.rt,key_resp_02.duration,seqreport_instruction.started,seqreport_instruction_text.started,seqreport_instruction_key.started,seqreport_instruction.stopped,seqreport_instruction_key.keys,seqreport_instruction_key.rt,seqreport_instruction_key.duration,seqreport.started,seq_report_key.started,seqreport.stopped,seq_report_key.keys,seq_report_key.rt,seq_report_key.duration,seqarrow.started,arrow_report.started,seqarrow.stopped,arrow_report.stopped,percept_testing_instruction.started,spaceship4.started,key_resp_5.started,percept_testing_instruction_text.started,percept_testing_instruction.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,fixation.started,cross_2.started,cross_2.stopped,fixation.stopped,participant,learning_type,seqID,debug,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01016799999979412,0.018740699999398203,0.018740699999398203,0.018740699999398203,4.948211899999478,space,4.9258294000001115,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub103,percept,6,0,2024-08-07_15h04.46.095,ASRT_percept,2023.2.3,141.15601126901132,2024-08-07 15h05.17.327586 +0800,
sequences/sub103_initial_random.csv,3,270,3,1,red,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.986464399999932,,,,,,,,,,4.966350099999545,4.96903039999961,5.957353599999806,5.981863899999553,5.986464399999932,5.986464399999932,6.1906756999997015,6.53401329999997,1,1,0.5448063000003458,None,6.535276199999316,6.544289999999819,6.544289999999819,6.74589289999949,6.953841399999874,6.948539699999856,6.9485822999995435,6.953841399999874,7.648889799999779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub103,percept,6,0,2024-08-07_15h04.46.095,ASRT_percept,2023.2.3,141.15601126901132,2024-08-07 15h05.17.327586 +0800,
sequences/sub103_initial_random.csv,0,0,0,4,red,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.656807999999728,,,,,,,,,,,,,7.649487399999998,7.656807999999728,7.656807999999728,7.8570019999997385,8.10232939999969,4,1,0.4395780000004379,None,8.10303169999952,8.108919199999946,8.108919199999946,8.31515859999945,8.523856899999373,8.518294999999853,8.518337900000006,8.523856899999373,9.218574699999408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub103,percept,6,0,2024-08-07_15h04.46.095,ASRT_percept,2023.2.3,141.15601126901132,2024-08-07 15h05.17.327586 +0800,
sequences/sub103_initial_random.csv,3,270,3,1,red,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.22495809999964,,,,,,,,,,,,,9.219283899999937,9.22495809999964,9.22495809999964,9.426781799999844,9.629848599999605,1,1,0.3998717000004035,None,9.630621100000099,9.636381499999516,9.636381499999516,9.843075799999497,10.052038299999367,10.04618819999996,10.046240900000157,10.052038299999367,10.746569699999782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub103,percept,6,0,2024-08-07_15h04.46.095,ASRT_percept,2023.2.3,141.15601126901132,2024-08-07 15h05.17.327586 +0800,
sequences/sub103_initial_random.csv,3,270,3,1,red,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.754039699999339,,,,,,,,,,,,,10.747269200000119,10.754039699999339,10.754039699999339,10.954085599999416,11.11768359999951,1,1,0.3605398999998215,None,11.118447099999685,11.123996199999965,11.123996199999965,11.329184999999597,11.537026999999398,11.5319415999993,11.531987800000024,11.537026999999398,12.233444699999382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub103,percept,6,0,2024-08-07_15h04.46.095,ASRT_percept,2023.2.3,141.15601126901132,2024-08-07 15h05.17.327586 +0800,
sequences/sub103_initial_random.csv,1,90,1,3,red,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.242370199999641,,,,,,,,,,,,,12.23415389999991,12.242370199999641,12.242370199999641,12.447184300000117,12.564138799999455,4,0,0.3161333999996714,None,12.565019499999835,12.583874399999331,12.583874399999331,12.780377399999452,12.993977799999811,12.985501600000134,12.985559899999316,12.993977799999811,13.690535400000044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub103,percept,6,0,2024-08-07_15h04.46.095,ASRT_percept,2023.2.3,141.15601126901132,2024-08-07 15h05.17.327586 +0800,
sequences/sub103_initial_random.csv,3,270,3,1,red,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.698207999999795,,,,,,,,,,,,,13.691140199999609,13.698207999999795,13.698207999999795,13.898660500000005,14.025845499999377,1,1,0.3220271000000139,None,14.026477800000066,14.035057000000052,14.035057000000052,14.23862569999983,14.447069799999554,14.441375499999594,14.44141909999962,14.447069799999554,15.141759699999966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub103,percept,6,0,2024-08-07_15h04.46.095,ASRT_percept,2023.2.3,141.15601126901132,2024-08-07 15h05.17.327586 +0800,
sequences/sub103_initial_random.csv,2,180,2,2,red,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.14899609999975,,,,,,,,,,,,,15.142358299999614,15.14899609999975,15.14899609999975,15.350095499999952,15.505180199999813,2,1,0.3516300000001138,None,15.506081999999878,15.51222719999987,15.51222719999987,15.717804599999909,15.926159199999347,15.920779899999616,15.920823699999346,15.926159199999347,16.62094590000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub103,percept,6,0,2024-08-07_15h04.46.095,ASRT_percept,2023.2.3,141.15601126901132,2024-08-07 15h05.17.327586 +0800,
sequences/sub103_initial_random.csv,2,180,2,2,red,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6276969999999,,,,,,,,,,,,,16.621557499999653,16.6276969999999,16.6276969999999,16.829040599999644,17.11010989999977,2,1,0.4784111999997549,None,17.11088169999948,17.118930300000102,17.118930300000102,17.321977099999458,17.530922399999326,17.52485969999998,17.524910899999668,17.530922399999326,18.225851299999704,18.23183379999955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub103,percept,6,0,2024-08-07_15h04.46.095,ASRT_percept,2023.2.3,141.15601126901132,2024-08-07 15h05.17.327586 +0800,
sequences/sub103_initial_random.csv,2,180,2,2,red,,,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.23183379999955,,,,,,,,,,,,,18.22644609999952,18.23183379999955,18.23183379999955,18.433108100000027,18.630243699999482,2,1,0.3908774000001358,None,18.631025599999703,18.63930149999942,18.63930149999942,18.84277039999961,19.05100709999988,19.045248399999764,19.045290799999748,19.05100709999988,19.74590139999964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub103,percept,6,0,2024-08-07_15h04.46.095,ASRT_percept,2023.2.3,141.15601126901132,2024-08-07 15h05.17.327586 +0800,
sequences/sub103_initial_random.csv,0,0,0,4,red,,,,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.753684399999656,,,,,,,,,,,,,19.74666619999971,19.753684399999656,19.753684399999656,19.95398329999989,20.145444899999347,4,1,0.3827653999996983,None,20.14614410000013,20.152244699999756,20.152244699999756,20.356233800000155,20.56485689999954,20.55927840000004,20.559320499999558,20.56485689999954,21.259892899999613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub103,percept,6,0,2024-08-07_15h04.46.095,ASRT_percept,2023.2.3,141.15601126901132,2024-08-07 15h05.17.327586 +0800,
